OBSRVTN_NB,DATETIME_DTM,PNT_NM,QUALIFIER_TXT,PNT_ATRISKNOTES_TX,PNT_ATRISKFOLWUPNTS_TX
220505,3/15/2022 10:05,Housekeeping - Generation,"Cleanliness, Job site hazards, Other - Housekeeping",Observed a golf cart with several aerosol cans in the back. Talked to the employee who happened to be driving the golf cart at the time and pointed the cans out to him. [NAME] drove the cart to the nearest combustible material cabinet and placed the cans in the proper location. Caught up with the employee and thanked him for taking care of the aerosol cans. Observed a golf cart with several aerosol cans in the back. Talked to the employee who happened to be driving the golf cart at the time and pointed the cans out to him. [NAME] drove the cart to the nearest combustible material cabinet and placed the cans in the proper location. Caught up with the employee and thanked him for taking care of the aerosol cans.,
122324,7/20/2021 15:00,"Upon arrival at a job site, the visitor cannot go in work zone and observe work being performed before reviewing job briefing - (Ask)",[Notes Required for At-Risk Conditions],"When we arrived we stood near the job site, the crew saw us and never briefed us. We went up to the crew and asked for the job briefing. When we asked the crew if they new that they should brief people before coming onto their job site they said yes.",
248442,6/2/2022 9:00,Housekeeping in order,"Trash, tools, equipment secured on vehicle",P & C Technician had a lot of loose items on the dashboard that could become a flying object. I kindly asked the Technician to take some time to clean up the dashboard of the assigned vehicle.,
181366,10/19/2021 7:15,PPE,"Hard hat adequate, Other - PPE, Safety glasses adequate","[NAME] contractors with J. R. [NAME] Trucking unloading poles at [NAME] [NAME] not wearing hard hats, safety glasses, or safety toed shoes / boots",
21355,2/13/2020 10:01,Qualified observer,Observer engagement,Qualified observer left his position to back another bucket into place while lineman aloft was still hands on the primary,
174754,9/28/2021 14:21,Range of Motion,Employee repetitively twisting or reaching beyond a normal range of motion,"Very tight and awkward areas in the turbine exhaust section to inspect, critical steps included maintaining 3 points of contact.",
492939,9/10/2024 12:00,Equipment Operations,"Other - Equipment - Motion, Safety devices in use (seat belts, back-up alarm, cameras, horn, mirrors, lights, etc.)",Operator driving loader on right of way was talking on cell phone. Separate employee driving / moving bucket truck not wearing seatbelt.,Spoke with employee and foreman
275555,9/5/2022 13:15,Aerial Devices - Procedures,"Was a boom spotter/qualified observer present and engaged, with a clear line of sight?",Spotter was not in the best position to observe everything. Discussed with the crew that they need to adjust position as needed,
421946,12/12/2023 15:15,Complete job briefing given,911 Location,[NAME] detail was needed about work and specific flagging strategy and emergency info. Coached on these items.,
496610,9/17/2024 13:35,"Did you recognize additional slip, trip, or fall hazards that had not already been recognized and mitigated? If so, please select or describe these hazards in the At-Risk notes.","Other slip, trip, fall: please describe additional hazards",[NAME] members failed to list a creek crossing on the job - briefing. Noted to foreman and added to job - briefing.,
436440,2/14/2024 10:30,PPE,Safety glasses adequate,One employee was wearing glasses that were not Z87. Asked him to get the correct ones and discussed the importance of eye protection.,
488713,8/19/2024 8:04,Housekeeping.,Rebar caps in place as needed.,Pummell was building a rebar cage for gate entrance. One side of rebar was sticking up in the air w / o a cap.,
427867,1/10/2024 8:50,Workplace Conditions Addressed (Forestry),Line of fire,* Flagger station distance was not properly maintained in advance of the work space. Flagger was staged at the back of the shadow vehicle within the WAP zone. Flagger should always be safely positioned away from the work area to stop vehicular traffic prior to reaching taper / buffer.,
111556,6/4/2021 12:32,Correct work area traffic control,Appropriate number of signs out,"The crew was set up in the street with the assistance of a [NAME] Police [NAME] and car, but there were no initial warning signs out.",
348688,4/13/2023 12:31,Fall protection used when required,Other - Fall protection,Climbing ladder and then transitioning to lanyard is risky. Instructed to bring lanyard connection down and connect / disconnect on the ground before climbing.,
162407,7/8/2019 9:00,Defensive driving,Maintain 4 second following distance,Coached [NAME] on increasing his following distance to 4 seconds or more. At times he was only 2 seconds behind the vehicle on the highway.,
230135,4/14/2022 17:30,PPE - Generation,Use Cut resistant gloves,"Employee didn't have gloves on when working with a piece of copper air line, that was being cut and bent to fit.",
439823,2/15/2024 12:30,"Did you recognize additional slip, trip, or fall hazards that had not already been recognized and mitigated? If so, please select or describe these hazards in the At-Risk notes.","Other slip, trip, fall: please describe additional hazards",Noticed a small creek gravel embankment by the pole. Made sure we discussed the potential for a hazard and wanted to make sure it's documented on the print of the job.,
360152,6/8/2023 19:01,Walking and Working areas,Free of trash or debris,"Walking through the Bracketville Substation where a Northstar crew is working at night to allow for the project to take an outage at the substation. I found a step ladder lying on the substation pad which exposes workers to a tripping hazard. The crew is using the ladder to install grounds so they can work at night. It needs to be stowed properly after they have removed grounds before they leave the substation for the night. Also, there was a five pound hammer laying in the dirt I came across which again presents a tripping and fall hazard to workers working in the substation at night. It needs to be stowed in the job trailer so no one gets hurt when they walk across it, not noticing it in the dirt, and trip and fall.",
139782,10/17/2019 10:00,Cover up activities,Adequate amount of cover up used,Primary phases were not covered far enough. As the pole was passed between the phases it was outside the line hose that was installed on the phases. The hard cover did not extend toward the bottom or butt of the pole far enough for it to effectively be between the phases and the pole. Coached and corrected.,
